Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,target
4292,2012,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,300.0,1,1960.0,0.3,   3,91174,0
1644,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,728.0,2,1968.0,0.0,   4,62201,0
7386,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,2,1960.0,0.0,   .,13207,0
8130,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,680.0,2,,0.0,   .,30189,0
8670,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,2,,0.0,   .,78128,0
5994,2015,1,0,V,N,3,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,550.0,2,1930.0,0.0,   3,69266,0
19432,2014,"0,942465753",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1035.0,2,2000.0,0.0,   3,66136,0
11990,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1580.0,4,1980.0,0.0,   .,06095,0
919,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1824.0,1,1960.0,0.0,   .,27448,0
2705,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,245.0,2,1991.0,0.6,   3,38416,0
11952,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600.0,4,,0.0,   .,75117,1
15993,2014,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,4575.0,1,1975.0,0.0,   2,63075,0
1692,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,2,,0.0,   .,13204,0
7827,2013,"0,320547945",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1397.0,2,1960.0,0.0,   .,38045,0
16902,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1866.0,2,1965.0,0.0,   4,34032,0
6925,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600.0,4,1980.0,0.0,   .,06136,0
19230,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,580.0,2,1950.0,0.3,   4,13214,1
11307,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3600.0,3,,0.0,   .,2B033,1
10131,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1220.0,1,1980.0,0.0,   .,13004,0
9566,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950.0,2,1960.0,0.0,   .,13204,0
1175,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,890.0,1,1980.0,0.0,   .,86194,0
10754,2016,"0,99726776",0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,995.0,2,1900.0,0.0,   5,90010,1
18645,2016,"0,99726776",0,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2770.0,2,2010.0,0.3,   3,90075,0
13996,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,3400.0,3,1960.0,0.0,   5,92051,1
5839,2013,"0,747945205",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2150.0,1,1983.0,0.0,   4,63075,0
4045,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7223.0,4,1980.0,0.0,   .,06083,0
10035,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,566.0,2,1960.0,0.0,   .,63113,0
14080,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4822.0,1,1988.0,0.0,   .,47004,0
3944,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,1,1960.0,0.0,   .,88160,0
14995,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,721.0,3,1960.0,0.0,   .,94068,0
16370,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4900.0,2,1985.0,0.6,   5,67118,1
17251,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,650.0,1,2010.0,0.3,   2,05004,1
17057,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,800.0,2,1950.0,0.0,   3,78545,0
5867,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,738.0,1,1900.0,0.0,   3,35093,0
5327,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1140.0,4,,0.0,   .,75109,0
12559,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,550.0,2,1975.0,0.0,   3,51454,1
222,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1879.0,2,1980.0,0.0,   .,14488,0
5511,2015,"0,328767123",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6468.0,2,1980.0,0.0,   .,13208,0
18022,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5555.0,1,1979.0,0.0,   4,27229,0
4436,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,366.0,1,1960.0,0.0,   .,87085,0
4812,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1960.0,0.0,   .,13201,0
3945,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,1,1960.0,0.0,   .,88160,0
12551,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1978.0,2,1988.0,0.0,   .,31555,0
15712,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1250.0,1,1960.0,0.0,   4,33063,0
7475,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,808.0,4,1980.0,0.0,   .,06088,0
15410,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4800.0,4,2006.0,0.6,   4,06123,0
8553,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3900.0,4,,0.0,   .,06004,1
9642,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3000.0,2,1980.0,0.0,   .,63113,1
1960,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1620.0,4,1980.0,0.0,   .,06088,1
10527,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2000.0,3,1980.0,0.6,   7,2A004,0
6623,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3120.0,1,1980.0,0.0,   .,87085,1
9286,2013,"0,805479452",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1075.0,4,,0.0,   .,75111,1
19480,2014,"0,621917808",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4400.0,1,1960.0,0.6,   4,13056,1
17943,2012,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,eff,2,870.0,3,1905.0,0.0,   4,67482,0
7557,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240.0,1,1960.0,0.0,   .,46042,1
19485,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3100.0,2,1930.0,0.0,   4,13208,0
10333,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1000.0,2,1978.0,0.6,   3,66136,0
18456,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500.0,1,2000.0,0.0,   4,42305,0
2290,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1740.0,1,,0.0,   .,87085,0
5515,2013,"0,495890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,3,1980.0,0.0,   .,92051,0
3312,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500.0,2,1970.0,0.0,   4,38547,0
2983,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1830.0,2,1960.0,0.0,   .,13206,0
14663,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,290.0,1,1960.0,0.0,   .,01053,0
7436,2016,"0,994535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1980.0,0.0,   .,83062,0
6201,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,1000.0,2,1930.0,0.0,   3,38169,1
1164,2016,"0,994535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8933.0,2,1960.0,0.0,   .,34032,0
13929,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600.0,2,1980.0,0.0,   .,34192,1
4508,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,396.0,2,1980.0,0.0,   .,30351,0
17959,2014,0,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350.0,4,1900.0,0.0,   4,06088,0
7051,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,780.0,2,1960.0,0.0,   4,38001,0
12039,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950.0,2,,0.0,   .,38229,0
9014,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,850.0,1,1980.0,0.0,   4,91687,0
15853,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1890.0,V,   .,,0
5277,2016,1,0,V,N,1,O,1,N,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350.0,1,1967.0,0.6,   2,33236,0
2018,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,470.0,2,1900.0,0.0,   3,38185,0
3783,2013,"0,438356164",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,1,1960.0,0.0,   .,84007,0
9216,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,2,1960.0,0.0,   .,13204,0
2061,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,2,1960.0,0.0,   .,38229,0
13512,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,387.0,3,1960.0,0.0,   .,92035,1
11346,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1816.0,1,1988.0,0.0,   .,33397,1
15302,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4144.0,3,1992.0,0.0,   5,59350,0
19634,2016,"0,99726776",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,660.0,2,1950.0,1.5,   6,13207,1
14927,2014,"0,887671233",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,319.0,3,1960.0,0.0,   .,93008,0
17994,2013,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,3000.0,1,1983.0,0.0,   5,73015,1
6279,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2950.0,2,1960.0,0.0,   .,13205,0
8962,2015,"0,98630137",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,31.0,2,,0.0,   .,04070,0
12448,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2004.0,4,,0.0,   .,06155,1
4585,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,20.0,4,1988.0,0.0,   .,06083,0
16607,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6005.0,2,2003.0,0.3,   1,66136,1
6072,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,400.0,2,1975.0,0.6,   3,38163,0
14084,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1625.0,2,1988.0,0.0,   .,34301,0
900,2015,"0,997260274",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,716.0,1,1980.0,0.0,   .,86194,0
17893,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,3600.0,3,1969.0,0.0,   7,94067,1
7800,2014,1,1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,base,2,406.0,3,1930.0,0.0,   5,92026,0
18589,2012,"0,571038251",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,400.0,2,1930.0,0.6,   2,13205,0
17276,2016,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,11000.0,2,1960.0,0.0,   5,34023,1
5760,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,798.0,3,1960.0,0.0,   .,92004,0
32,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1465.0,2,1960.0,0.0,   .,69259,1
1520,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,881.0,2,1960.0,0.0,   .,21231,0
4555,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,14.0,4,1988.0,0.0,   .,06004,0
2937,2013,0,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,565.0,2,,0.0,   .,56121,0
333,2013,"0,747945205",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1083.0,2,1960.0,0.0,   5,63113,0
11049,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,130.0,2,1960.0,0.0,   .,77511,0
9484,2013,"0,328767123",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1100.0,3,1950.0,0.3,   3,33063,0
7207,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1800.0,2,1900.0,0.0,   5,57672,1
15916,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,650.0,2,1954.0,0.0,   2,64191,0
6193,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,2,1980.0,0.0,   .,63113,0
7631,2013,"0,391780822",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,2,1960.0,0.0,   .,39406,0
7119,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1980.0,0.0,   .,13204,1
4259,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1170.0,4,,0.0,   .,75118,0
4763,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1972.0,2,1960.0,0.0,   .,13001,1
9351,2014,1,1,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2500.0,2,1980.0,0.0,   4,78208,0
18071,2016,"0,99726776",0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,860.0,3,1940.0,0.6,   4,64445,0
10075,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,1450.0,2,1975.0,0.6,   4,67180,0
6254,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,1960.0,0.0,   .,68224,0
18225,2013,"0,079452055",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,2500.0,2,1986.0,0.0,   1,83036,0
16453,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1400.0,3,1961.0,0.0,   6,93027,1
6405,2012,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,500.0,2,1970.0,0.0,   4,42218,0
12252,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2080.0,3,1960.0,0.0,   .,59360,0
2708,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3752.0,2,1960.0,0.0,   .,38563,0
17712,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,190.0,2,1900.0,0.0,   3,68154,0
5734,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1350.0,2,1980.0,0.0,   .,38559,0
5678,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,410.0,4,1960.0,0.0,   .,75115,0
15371,2013,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,eff,2,906.0,1,1850.0,0.0,   3,10387,1
13697,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,3,1960.0,0.0,   .,33063,0
3116,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510.0,2,1960.0,0.0,   .,13204,1
4767,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,1,1988.0,0.0,   .,17300,1
18194,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,290.0,3,1970.0,0.0,   1,92048,0
7166,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,1,1980.0,0.0,   .,74208,0
5719,2013,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1235.0,4,,0.0,   .,75114,1
6021,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,404.0,4,,0.0,   .,75117,0
15416,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1612.0,2,2009.0,0.3,   3,38179,0
6121,2013,"0,747945205",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000.0,2,1960.0,0.0,   .,13208,1
11220,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,180.0,2,2006.0,0.3,   2,69287,0
4632,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,833.0,2,1960.0,0.0,   .,14220,0
4526,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,612.0,1,1920.0,0.0,   4,91027,0
6409,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,500.0,2,1950.0,0.3,   4,78402,1
17401,2014,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2000.0,2,2003.0,0.0,   4,38318,1
8103,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,3,,0.0,   .,59350,0
4255,2016,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,3674.0,1,1983.0,0.0,   5,74173,0
489,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,500.0,2,1900.0,0.0,   3,66136,0
14318,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,2,1980.0,0.0,   .,38151,0
16037,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,880.0,2,1900.0,0.0,   4,13206,0
17129,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,450.0,4,1960.0,0.0,   3,06083,0
4352,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1960.0,0.0,   .,69385,0
10118,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3750.0,4,1980.0,0.0,   .,06029,1
2392,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,190.0,3,,0.0,   .,59350,0
1292,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1330.0,1,1988.0,0.0,   .,91064,0
18149,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,210.0,2,1700.0,0.6,   5,83119,0
17906,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1800.0,3,1965.0,0.0,   6,94068,0
6652,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,2,1980.0,0.0,   .,34023,0
16645,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,400.0,2,1820.0,0.0,   2,77284,0
10344,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1625.0,2,1980.0,0.0,   .,66136,0
865,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,1200.0,4,,0.0,   .,75115,0
12550,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1978.0,2,1988.0,0.0,   .,31555,0
515,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,475.0,2,,0.0,   .,64545,0
1588,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2500.0,2,1980.0,0.0,   .,34032,0
4125,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,8400.0,4,1980.0,0.6,   8,06083,1
3057,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,810.0,3,1980.0,0.0,   .,67482,0
18526,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,872.0,2,1950.0,0.6,   4,69388,0
16273,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1973.0,V,   .,,0
18468,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4776.0,2,2012.0,0.0,   6,44109,0
7970,2016,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,1,1700.0,1,1963.0,0.0,   5,42186,0
2599,2015,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1510.0,2,1987.0,0.0,   4,38559,0
1734,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,3,,0.0,   .,93005,0
4075,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,455.0,2,1988.0,0.0,   .,56260,0
4077,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4286.0,4,1960.0,0.0,   .,06083,1
18734,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,8550.0,1,2012.0,0.6,   6,74268,1
8314,2013,"0,997260274",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,450.0,4,1968.0,0.0,   2,06159,1
8918,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,894.0,4,1980.0,0.0,   .,06083,1
4459,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,510.0,1,1980.0,0.0,   2,22282,0
8881,2013,"0,915068493",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910.0,4,,0.0,   .,06083,1
13769,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1877.0,2,1988.0,0.0,   .,77183,0
5140,2012,1,1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,base,2,3250.0,4,1900.0,0.0,   8,75116,0
2393,2016,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,190.0,3,,0.0,   .,59350,0
16831,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2500.0,2,1970.0,0.0,   2,78423,0
14432,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3035.0,2,1980.0,0.0,   .,77296,1
8002,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,440.0,2,,0.0,   .,60159,0
1478,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1820.0,2,1900.0,0.0,   6,13206,0
13,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,500.0,2,1940.0,0.6,   4,13204,1
15326,2014,"0,17260274",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,850.0,2,1930.0,0.0,   4,59350,0
18091,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,8916.0,3,2009.0,2.0,   6,33063,1
18966,2012,"0,259562842",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1425.0,2,1950.0,0.0,   7,13205,0
7085,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,475.0,2,1960.0,0.0,   .,13206,1
10173,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,657.0,1,,0.0,   .,88321,0
10193,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100.0,2,,0.0,   .,83009,0
17125,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1750.0,2,1980.0,0.0,   2,83036,0
19327,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,700.0,2,1940.0,0.3,   4,42218,1
15476,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,1,600.0,2,1900.0,0.3,   4,78646,0
3311,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,590.0,2,1988.0,0.3,   4,62826,0
18839,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1567.0,1,1950.0,0.0,   3,10362,0
983,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,760.0,2,1975.0,0.6,   4,68066,0
4101,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,1,1988.0,0.0,   .,05023,0
8587,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2450.0,4,,0.0,   .,06123,0
8892,2016,"0,745901639",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2400.0,4,1980.0,0.0,   .,06083,1
3677,2015,1,0,V,N,3,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,410.0,3,1900.0,0.0,   6,54395,0
16937,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2051.0,2,1990.0,0.3,   2,66182,0
9572,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,550.0,3,1964.0,0.3,   3,64445,0
17791,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1150.0,4,1978.0,0.3,   3,06030,0
